time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,eng1_failed,eng2_failed,eng1_fire,eng2_fire,hydPressA_psi,hydPressB_psi,elecVolts,onGround
0.28,climb_cruise,449.6,449.6,34999.5,-110,0.92,0.52,357.68,1.04,15.0,125.0,0,0,-0.67,6.90,-3.07,-0.016,0.076,0.031,1.000,0.750,0.750,0.750,1,53.4,84.1,762,769,1,0,1,0,1216,1816,114,0
0.30,climb_cruise,449.6,449.6,34999.4,-113,0.90,0.66,357.63,1.02,15.0,125.0,0,0,-1.15,7.12,-1.80,-0.015,0.075,0.033,1.000,0.750,0.750,0.750,1,53.3,84.2,762,769,1,0,1,0,1216,1816,116,0
0.32,climb_cruise,449.5,449.5,34999.4,-115,0.88,0.80,357.60,0.99,15.0,125.0,0,0,-1.50,7.17,-0.61,-0.015,0.074,0.035,1.000,0.750,0.750,0.750,1,53.2,84.2,762,770,1,0,1,0,1216,1816,116,0
0.34,climb_cruise,449.5,449.5,34999.3,-118,0.84,0.94,357.60,0.96,15.0,125.0,0,0,-1.70,7.05,0.45,-0.015,0.071,0.036,1.000,0.750,0.750,0.750,1,53.1,84.3,762,770,1,0,1,0,1216,1816,115,0
0.36,climb_cruise,449.5,449.5,34999.3,-122,0.81,1.08,357.62,0.93,15.0,125.0,0,0,-1.74,6.78,1.37,-0.016,0.068,0.037,1.000,0.750,0.750,0.750,1,52.9,84.3,762,771,1,0,1,0,1216,1816,115,0
0.38,climb_cruise,449.5,449.5,34999.3,-125,0.78,1.21,357.65,0.89,15.0,125.0,0,0,-1.62,6.36,2.14,-0.017,0.063,0.037,1.000,0.750,0.750,0.750,1,52.8,84.4,762,771,1,0,1,0,1216,1816,115,0
0.40,climb_cruise,449.4,449.4,34999.2,-129,0.74,1.33,357.70,0.86,15.0,125.0,0,0,-1.35,5.83,2.73,-0.019,0.059,0.037,1.000,0.750,0.750,0.750,1,52.7,84.5,762,771,1,0,1,0,1216,1816,115,0
0.42,climb_cruise,449.4,449.4,34999.2,-133,0.72,1.45,357.75,0.83,15.0,125.0,0,0,-0.95,5.20,3.15,-0.021,0.054,0.037,1.000,0.750,0.750,0.750,1,52.6,84.5,762,772,1,0,1,0,1216,1816,115,0
0.44,climb_cruise,449.4,449.4,34999.1,-137,0.70,1.54,357.82,0.82,15.0,125.0,0,0,-0.44,4.50,3.40,-0.024,0.049,0.036,1.000,0.750,0.750,0.750,1,52.5,84.6,762,772,1,0,1,0,1216,1816,115,0
0.46,climb_cruise,449.4,449.4,34999.1,-141,0.70,1.63,357.89,0.81,15.0,125.0,0,0,0.13,3.76,3.50,-0.026,0.044,0.036,1.000,0.750,0.750,0.750,1,52.4,84.7,762,772,1,0,1,0,1216,1816,116,0
0.48,climb_cruise,449.3,449.3,34999.0,-145,0.70,1.69,357.96,0.82,15.0,125.0,0,0,0.73,2.99,3.45,-0.029,0.039,0.035,1.000,0.750,0.750,0.750,1,52.3,84.8,762,773,1,0,1,0,1216,1816,114,0
0.50,climb_cruise,449.3,449.3,34999.0,-150,0.72,1.75,358.03,0.84,15.0,125.0,0,0,1.32,2.23,3.27,-0.031,0.035,0.033,1.000,0.750,0.750,0.750,1,52.2,84.9,762,773,1,0,1,0,1216,1816,114,0
0.52,climb_cruise,449.3,449.3,34998.9,-154,0.75,1.79,358.09,0.87,15.0,125.0,0,0,1.86,1.49,2.97,-0.033,0.030,0.032,1.000,0.750,0.750,0.750,1,52.1,85.0,762,774,1,0,1,0,1216,1816,116,0
0.54,climb_cruise,449.3,449.3,34998.9,-158,0.79,1.81,358.15,0.92,15.0,125.0,0,0,2.31,0.79,2.59,-0.035,0.027,0.030,1.000,0.750,0.750,0.750,1,52.0,85.1,762,774,1,0,1,0,1216,1816,115,0
0.56,climb_cruise,449.2,449.2,34998.8,-161,0.84,1.82,358.20,0.97,15.0,125.0,0,0,2.63,0.15,2.14,-0.036,0.024,0.029,1.000,0.750,0.750,0.750,1,51.9,85.2,762,774,1,0,1,0,1216,1816,114,0
0.58,climb_cruise,449.2,449.2,34998.8,-164,0.89,1.82,358.24,1.03,15.0,125.0,0,0,2.82,-0.43,1.64,-0.036,0.021,0.028,1.000,0.750,0.750,0.750,1,51.8,85.2,762,775,1,0,1,0,1216,1816,116,0
0.60,climb_cruise,449.2,449.2,34998.7,-167,0.94,1.80,358.27,1.09,15.0,125.0,0,0,2.86,-0.94,1.12,-0.036,0.019,0.026,1.000,0.750,0.750,0.750,1,51.7,85.3,762,775,1,0,1,0,1216,1816,116,0
0.62,climb_cruise,449.2,449.2,34998.7,-170,1.00,1.78,358.29,1.15,15.0,125.0,0,0,2.73,-1.37,0.60,-0.035,0.018,0.025,1.000,0.750,0.750,0.750,1,51.6,85.5,762,775,1,0,1,0,1216,1816,116,0
0.64,climb_cruise,449.1,449.1,34998.6,-172,1.05,1.75,358.30,1.21,15.0,125.0,0,0,2.47,-1.72,0.08,-0.034,0.017,0.024,1.000,0.750,0.750,0.750,1,51.5,85.6,762,776,1,0,1,0,1216,1816,114,0
0.66,climb_cruise,449.1,449.1,34998.5,-173,1.10,1.72,358.30,1.26,15.0,125.0,0,0,2.07,-1.98,-0.41,-0.033,0.017,0.023,1.000,0.750,0.750,0.750,1,51.4,85.7,762,776,1,0,1,0,1216,1816,114,0
0.68,climb_cruise,449.1,449.1,34998.5,-175,1.14,1.67,358.29,1.30,15.0,125.0,0,0,1.57,-2.16,-0.85,-0.031,0.017,0.022,1.000,0.750,0.750,0.750,1,51.3,85.8,762,776,1,0,1,0,1216,1816,115,0
0.70,climb_cruise,449.1,449.1,34998.4,-176,1.16,1.63,358.27,1.33,15.0,125.0,0,0,0.99,-2.26,-1.25,-0.030,0.018,0.022,1.000,0.750,0.750,0.750,1,51.2,85.9,762,777,1,0,1,0,1216,1816,116,0
0.72,climb_cruise,449.0,449.0,34998.4,-177,1.18,1.58,358.24,1.35,15.0,125.0,0,0,0.39,-2.29,-1.58,-0.028,0.019,0.021,1.000,0.750,0.750,0.750,1,51.1,86.0,762,777,1,0,1,0,1216,1816,115,0
0.74,climb_cruise,449.0,449.0,34998.3,-178,1.18,1.54,358.20,1.36,15.0,125.0,0,0,-0.21,-2.25,-1.86,-0.026,0.021,0.021,1.000,0.750,0.750,0.750,1,51.0,86.1,762,777,1,0,1,0,1216,1816,116,0
0.76,climb_cruise,449.0,449.0,34998.2,-179,1.18,1.49,358.17,1.35,15.0,125.0,0,0,-0.76,-2.14,-2.06,-0.025,0.022,0.021,1.000,0.750,0.750,0.750,1,50.9,86.2,762,777,1,0,1,0,1216,1816,116,0
0.78,climb_cruise,449.0,449.0,34998.2,-180,1.16,1.45,358.12,1.34,15.0,125.0,0,0,-1.23,-1.99,-2.20,-0.024,0.024,0.021,1.000,0.750,0.750,0.750,1,50.8,86.3,762,778,1,0,1,0,1216,1816,115,0
0.80,climb_cruise,448.9,448.9,34998.1,-181,1.13,1.41,358.08,1.32,15.0,125.0,0,0,-1.59,-1.79,-2.27,-0.024,0.026,0.021,1.000,0.750,0.750,0.750,1,50.7,86.5,762,778,1,0,1,0,1216,1816,116,0
0.82,climb_cruise,448.9,448.9,34998.1,-182,1.10,1.38,358.03,1.29,15.0,125.0,0,0,-1.81,-1.56,-2.28,-0.024,0.028,0.022,1.000,0.750,0.750,0.750,1,50.6,86.6,762,778,1,0,1,0,1216,1816,115,0
0.84,climb_cruise,448.9,448.9,34998.0,-184,1.06,1.35,357.98,1.25,15.0,125.0,0,0,-1.88,-1.32,-2.24,-0.025,0.030,0.022,1.000,0.750,0.750,0.750,1,50.5,86.7,762,779,1,0,1,0,1216,1816,115,0
0.86,climb_cruise,448.9,448.9,34997.9,-185,1.03,1.33,357.94,1.22,15.0,125.0,0,0,-1.80,-1.06,-2.14,-0.026,0.032,0.023,1.000,0.750,0.750,0.750,1,50.4,86.8,762,779,1,0,1,0,1216,1816,116,0
0.88,climb_cruise,448.8,448.8,34997.9,-187,0.99,1.31,357.90,1.19,15.0,125.0,0,0,-1.57,-0.80,-2.01,-0.028,0.033,0.023,1.000,0.750,0.750,0.750,1,50.3,86.9,762,779,1,0,1,0,1216,1816,116,0
0.90,climb_cruise,448.8,448.8,34997.8,-189,0.97,1.29,357.86,1.16,15.0,125.0,0,0,-1.21,-0.55,-1.84,-0.030,0.035,0.024,1.000,0.750,0.750,0.750,1,50.2,87.0,762,780,1,0,1,0,1216,1816,115,0
0.92,climb_cruise,448.8,448.8,34997.8,-192,0.95,1.28,357.82,1.14,15.0,125.0,0,0,-0.74,-0.32,-1.65,-0.032,0.036,0.024,1.000,0.750,0.750,0.750,1,50.1,87.2,762,780,1,0,1,0,1216,1816,115,0
0.94,climb_cruise,448.8,448.8,34997.7,-194,0.94,1.28,357.79,1.13,15.0,125.0,0,0,-0.20,-0.11,-1.44,-0.035,0.037,0.025,1.000,0.750,0.750,0.750,1,50.0,87.3,762,780,1,0,1,0,1216,1816,115,0
0.96,climb_cruise,448.8,448.8,34997.6,-197,0.94,1.28,357.76,1.13,15.0,125.0,0,0,0.39,0.08,-1.22,-0.037,0.038,0.025,1.000,0.750,0.750,0.750,1,49.9,87.4,762,780,1,0,1,0,1216,1816,116,0
0.98,climb_cruise,448.7,448.7,34997.6,-199,0.95,1.28,357.74,1.15,15.0,125.0,0,0,0.97,0.23,-1.01,-0.039,0.039,0.026,1.000,0.750,0.750,0.750,1,49.8,87.5,762,781,1,0,1,0,1216,1816,116,0
1.00,climb_cruise,448.7,448.7,34997.5,-201,0.98,1.29,357.72,1.17,15.0,125.0,0,0,1.52,0.36,-0.80,-0.041,0.039,0.026,1.000,0.750,0.750,0.750,1,49.7,87.7,762,781,1,0,1,0,1216,1816,115,0
1.02,climb_cruise,448.7,448.7,34997.4,-204,1.01,1.29,357.71,1.21,15.0,125.0,0,0,2.00,0.46,-0.60,-0.043,0.040,0.027,1.000,0.750,0.750,0.750,1,49.6,87.8,762,781,1,0,1,0,1216,1816,116,0
1.04,climb_cruise,448.7,448.7,34997.4,-206,1.05,1.30,357.70,1.25,15.0,125.0,0,0,2.37,0.52,-0.42,-0.044,0.040,0.027,1.000,0.750,0.750,0.750,1,49.5,87.9,762,781,1,0,1,0,1216,1816,115,0
1.06,climb_cruise,448.6,448.6,34997.3,-207,1.10,1.31,357.69,1.30,15.0,125.0,0,0,2.61,0.56,-0.26,-0.044,0.040,0.027,1.000,0.750,0.750,0.750,1,49.4,88.0,762,782,1,0,1,0,1216,1816,115,0
1.08,climb_cruise,448.6,448.6,34997.2,-209,1.16,1.32,357.69,1.36,15.0,125.0,0,0,2.71,0.58,-0.13,-0.044,0.039,0.028,1.000,0.750,0.750,0.750,1,49.3,88.1,762,782,1,0,1,0,1216,1816,115,0
1.10,climb_cruise,448.6,448.6,34997.1,-210,1.21,1.34,357.69,1.41,15.0,125.0,0,0,2.67,0.58,-0.02,-0.044,0.039,0.028,1.000,0.750,0.750,0.750,1,49.2,88.3,762,782,1,0,1,0,1216,1816,114,0
1.12,climb_cruise,448.6,448.6,34997.1,-210,1.26,1.35,357.69,1.46,15.0,125.0,0,0,2.47,0.56,0.06,-0.043,0.039,0.028,1.000,0.750,0.750,0.750,1,49.1,88.4,762,782,1,0,1,0,1216,1816,114,0
1.14,climb_cruise,448.5,448.5,34997.0,-211,1.31,1.36,357.70,1.51,15.0,125.0,0,0,2.15,0.53,0.11,-0.042,0.039,0.028,1.000,0.750,0.750,0.750,1,49.0,88.5,762,783,1,0,1,0,1216,1816,115,0
1.16,climb_cruise,448.5,448.5,34996.9,-211,1.35,1.37,357.70,1.55,15.0,125.0,0,0,1.71,0.49,0.14,-0.040,0.038,0.028,1.000,0.750,0.750,0.750,1,48.9,88.6,762,783,1,0,1,0,1216,1816,116,0
1.18,climb_cruise,448.5,448.5,34996.9,-211,1.38,1.38,357.70,1.58,15.0,125.0,0,0,1.20,0.44,0.14,-0.038,0.038,0.028,1.000,0.750,0.750,0.750,1,48.8,88.8,762,783,1,0,1,0,1216,1816,114,0
1.20,climb_cruise,448.5,448.5,34996.8,-210,1.40,1.39,357.71,1.60,15.0,125.0,0,0,0.64,0.40,0.13,-0.037,0.038,0.028,1.000,0.750,0.750,0.750,1,48.7,88.9,762,783,1,0,1,0,1216,1816,114,0
1.22,climb_cruise,448.4,448.4,34996.7,-210,1.41,1.39,357.71,1.61,15.0,125.0,0,0,0.07,0.35,0.09,-0.035,0.038,0.028,1.000,0.750,0.750,0.750,1,48.6,89.0,762,784,1,0,1,0,1216,1816,115,0
1.24,climb_cruise,448.4,448.4,34996.6,-209,1.40,1.40,357.71,1.61,15.0,125.0,0,0,-0.47,0.30,0.04,-0.034,0.037,0.027,1.000,0.750,0.750,0.750,1,48.5,89.1,762,784,1,0,1,0,1216,1816,114,0
1.26,climb_cruise,448.4,448.4,34996.6,-209,1.39,1.41,357.71,1.60,15.0,125.0,0,0,-0.95,0.26,-0.02,-0.033,0.037,0.027,1.000,0.750,0.750,0.750,1,48.4,89.2,762,784,1,0,1,0,1216,1816,115,0
1.28,climb_cruise,448.4,448.4,34996.5,-209,1.37,1.41,357.71,1.58,15.0,125.0,0,0,-1.33,0.24,-0.09,-0.032,0.037,0.027,1.000,0.750,0.750,0.750,1,48.3,89.4,762,784,1,0,1,0,1216,1816,114,0
1.30,climb_cruise,448.3,448.3,34996.4,-208,1.34,1.42,357.70,1.55,15.0,125.0,0,0,-1.59,0.22,-0.17,-0.032,0.037,0.027,1.000,0.750,0.750,0.750,1,48.2,89.5,762,785,1,0,1,0,1216,1816,114,0
1.32,climb_cruise,448.3,448.3,34996.4,-208,1.31,1.42,357.70,1.52,15.0,125.0,0,0,-1.71,0.20,-0.25,-0.032,0.038,0.027,1.000,0.750,0.750,0.750,1,48.1,89.6,762,785,1,0,1,0,1216,1816,115,0
1.34,climb_cruise,448.3,448.3,34996.3,-209,1.27,1.42,357.69,1.48,15.0,125.0,0,0,-1.70,0.20,-0.32,-0.033,0.038,0.027,1.000,0.750,0.750,0.750,1,48.0,89.7,762,785,1,0,1,0,1216,1816,115,0
1.36,climb_cruise,448.3,448.3,34996.2,-209,1.24,1.43,357.69,1.45,15.0,125.0,0,0,-1.54,0.21,-0.40,-0.035,0.038,0.027,1.000,0.750,0.750,0.750,1,47.9,89.8,762,785,1,0,1,0,1216,1816,116,0
1.38,climb_cruise,448.3,448.3,34996.2,-210,1.21,1.43,357.68,1.42,15.0,125.0,0,0,-1.25,0.22,-0.47,-0.036,0.038,0.027,1.000,0.750,0.750,0.750,1,47.8,89.9,762,785,1,0,1,0,1216,1816,115,0
1.40,climb_cruise,448.2,448.2,34996.1,-211,1.19,1.44,357.67,1.40,15.0,125.0,0,0,-0.85,0.25,-0.53,-0.038,0.039,0.027,1.000,0.750,0.750,0.750,1,47.7,90.1,762,786,1,0,1,0,1216,1816,115,0
1.42,climb_cruise,448.2,448.2,34996.0,-212,1.18,1.44,357.65,1.39,15.0,125.0,0,0,-0.37,0.27,-0.58,-0.040,0.039,0.027,1.000,0.750,0.750,0.750,1,47.6,90.2,762,786,1,0,1,0,1216,1816,115,0
1.44,climb_cruise,448.2,448.2,34996.0,-213,1.17,1.45,357.64,1.38,15.0,125.0,0,0,0.16,0.31,-0.62,-0.043,0.040,0.027,1.000,0.750,0.750,0.750,1,47.5,90.3,762,786,1,0,1,0,1216,1816,116,0
1.46,climb_cruise,448.2,448.2,34995.9,-214,1.18,1.45,357.63,1.39,15.0,125.0,0,0,0.70,0.34,-0.65,-0.045,0.040,0.027,1.000,0.750,0.750,0.750,1,47.4,90.4,762,786,1,0,1,0,1216,1816,114,0
1.48,climb_cruise,448.1,448.1,34995.8,-215,1.20,1.46,357.62,1.41,15.0,125.0,0,0,1.22,0.38,-0.67,-0.046,0.041,0.027,1.000,0.750,0.750,0.750,1,47.3,90.5,762,786,1,0,1,0,1216,1816,115,0
1.50,climb_cruise,448.1,448.1,34995.7,-216,1.23,1.47,357.60,1.43,15.0,125.0,0,0,1.69,0.41,-0.68,-0.048,0.041,0.027,1.000,0.750,0.750,0.750,1,47.2,90.6,762,787,1,0,1,0,1216,1816,115,0
1.52,climb_cruise,448.1,448.1,34995.7,-217,1.27,1.48,357.59,1.47,15.0,125.0,0,0,2.06,0.45,-0.69,-0.049,0.041,0.027,1.000,0.750,0.750,0.750,1,47.1,90.8,762,787,1,0,1,0,1216,1816,116,0
1.54,climb_cruise,448.1,448.1,34995.6,-217,1.31,1.49,357.58,1.51,15.0,125.0,0,0,2.33,0.48,-0.68,-0.050,0.042,0.028,1.000,0.750,0.750,0.750,1,47.1,90.9,762,787,1,0,1,0,1216,1816,115,0
1.56,climb_cruise,448.0,448.0,34995.5,-218,1.36,1.50,357.57,1.56,15.0,125.0,0,0,2.47,0.51,-0.66,-0.050,0.042,0.028,1.000,0.750,0.750,0.750,1,47.0,91.0,762,787,1,0,1,0,1216,1816,115,0
1.58,climb_cruise,448.0,448.0,34995.4,-218,1.41,1.51,357.56,1.61,15.0,125.0,0,0,2.47,0.54,-0.64,-0.049,0.042,0.028,1.000,0.750,0.750,0.750,1,46.9,91.1,762,787,1,0,1,0,1216,1816,114,0
1.60,climb_cruise,448.0,448.0,34995.4,-217,1.46,1.52,357.54,1.66,15.0,125.0,0,0,2.33,0.56,-0.61,-0.048,0.043,0.028,1.000,0.750,0.750,0.750,1,46.8,91.2,762,788,1,0,1,0,1216,1816,115,0
1.62,climb_cruise,448.0,448.0,34995.3,-217,1.50,1.53,357.53,1.70,15.0,125.0,0,0,2.07,0.59,-0.58,-0.047,0.043,0.028,1.000,0.750,0.750,0.750,1,46.7,91.3,762,788,1,0,1,0,1216,1816,114,0
1.64,climb_cruise,448.0,448.0,34995.2,-216,1.54,1.54,357.52,1.74,15.0,125.0,0,0,1.70,0.60,-0.54,-0.046,0.043,0.028,1.000,0.750,0.750,0.750,1,46.6,91.4,762,788,1,0,1,0,1216,1816,115,0
1.66,climb_cruise,447.9,447.9,34995.1,-215,1.57,1.55,357.51,1.77,15.0,125.0,0,0,1.24,0.62,-0.50,-0.044,0.043,0.029,1.000,0.750,0.750,0.750,1,46.5,91.5,762,788,1,0,1,0,1216,1816,114,0
1.68,climb_cruise,447.9,447.9,34995.1,-213,1.59,1.56,357.50,1.79,15.0,125.0,0,0,0.73,0.63,-0.46,-0.042,0.043,0.029,1.000,0.750,0.750,0.750,1,46.4,91.6,762,788,1,0,1,0,1216,1816,116,0
1.70,climb_cruise,447.9,447.9,34995.0,-212,1.60,1.58,357.50,1.80,15.0,125.0,0,0,0.20,0.64,-0.42,-0.041,0.044,0.029,1.000,0.750,0.750,0.750,1,46.3,91.7,762,789,1,0,1,0,1216,1816,114,0
1.72,climb_cruise,447.9,447.9,34994.9,-210,1.60,1.59,357.49,1.80,15.0,125.0,0,0,-0.31,0.65,-0.39,-0.039,0.044,0.029,1.000,0.750,0.750,0.750,1,46.2,91.8,762,789,1,0,1,0,1216,1816,116,0
1.74,climb_cruise,447.8,447.8,34994.9,-209,1.59,1.60,357.48,1.79,15.0,125.0,0,0,-0.77,0.66,-0.35,-0.038,0.044,0.029,1.000,0.750,0.750,0.750,1,46.1,91.9,762,789,1,0,1,0,1216,1816,114,0
1.76,climb_cruise,447.8,447.8,34994.8,-208,1.57,1.62,357.47,1.77,15.0,125.0,0,0,-1.16,0.66,-0.32,-0.038,0.044,0.030,1.000,0.750,0.750,0.750,1,46.0,92.1,762,789,1,0,1,0,1216,1816,115,0
1.78,climb_cruise,447.8,447.8,34994.7,-206,1.53,1.58,357.46,1.73,15.0,125.0,0,0,-3.24,-4.58,-1.46,-0.037,0.044,0.030,1.000,0.100,0.100,0.100,1,45.9,92.2,762,789,1,0,1,0,32,1032,116,0
1.80,climb_cruise,447.8,447.8,34994.7,-205,1.46,1.47,357.42,1.67,15.0,125.0,0,0,-4.82,-6.75,-2.40,-0.037,0.044,0.030,1.000,0.100,0.100,0.100,1,45.8,92.3,762,789,1,0,1,0,16,248,115,0
1.82,climb_cruise,447.7,447.7,34994.6,-204,1.35,1.32,357.36,1.57,15.0,125.0,0,0,-5.93,-7.78,-3.15,-0.038,0.046,0.030,1.000,0.100,0.100,0.100,1,45.8,92.4,762,790,1,0,1,0,16,16,114,0
1.84,climb_cruise,447.7,447.7,34994.5,-204,1.23,1.16,357.29,1.46,15.0,125.0,0,0,-6.60,-8.37,-3.73,-0.040,0.050,0.030,1.000,0.100,0.100,0.100,1,45.7,92.5,762,790,1,0,1,0,16,16,115,0
1.86,climb_cruise,447.7,447.7,34994.5,-204,1.10,0.99,357.21,1.33,15.0,125.0,0,0,-6.88,-8.75,-4.16,-0.043,0.054,0.031,1.000,0.100,0.100,0.100,1,45.6,92.6,762,790,1,0,1,0,16,16,115,0
1.88,climb_cruise,447.7,447.7,34994.4,-206,0.96,0.81,357.12,1.20,15.0,125.0,0,0,-6.83,-9.03,-4.44,-0.048,0.059,0.032,1.000,0.100,0.100,0.100,1,45.5,92.7,762,790,1,0,1,0,16,16,115,0
1.90,climb_cruise,447.7,447.7,34994.3,-208,0.83,0.62,357.03,1.08,15.0,125.0,0,0,-6.49,-9.23,-4.60,-0.053,0.064,0.033,1.000,0.100,0.100,0.100,1,45.4,92.8,762,790,1,0,1,0,16,16,115,0
1.92,climb_cruise,447.6,447.6,34994.3,-211,0.70,0.44,356.93,0.97,15.0,125.0,0,0,-5.93,-9.38,-4.65,-0.060,0.070,0.034,1.000,0.100,0.100,0.100,1,45.3,92.9,762,790,1,0,1,0,16,16,115,0
1.94,climb_cruise,447.6,447.6,34994.2,-215,0.59,0.25,356.84,0.87,15.0,125.0,0,0,-5.20,-9.50,-4.60,-0.067,0.076,0.035,1.000,0.100,0.100,0.100,1,45.2,93.0,762,791,1,0,1,0,16,16,115,0
1.96,climb_cruise,447.6,447.6,34994.1,-219,0.49,0.06,356.75,0.78,15.0,125.0,0,0,-4.37,-9.57,-4.47,-0.075,0.082,0.036,1.000,0.100,0.100,0.100,1,45.1,93.0,762,791,1,0,1,0,16,16,114,0
1.98,climb_cruise,447.6,447.6,34994.1,-224,0.41,-0.14,356.66,0.71,15.0,125.0,0,0,-3.49,-9.62,-4.27,-0.083,0.088,0.037,1.000,0.100,0.100,0.100,1,45.0,93.1,762,791,1,0,1,0,16,16,115,0
2.00,climb_cruise,447.6,447.6,34994.0,-229,0.35,-0.33,356.58,0.67,15.0,125.0,0,0,-2.59,-9.64,-4.03,-0.090,0.093,0.039,1.000,0.100,0.100,0.100,1,44.9,93.2,762,791,1,0,1,0,16,16,114,0
2.02,climb_cruise,447.5,447.5,34993.9,-234,0.30,-0.52,356.50,0.64,15.0,125.0,0,0,-1.73,-9.64,-3.74,-0.098,0.099,0.040,1.000,0.100,0.100,0.100,1,44.8,93.3,762,791,1,0,1,0,16,16,115,0
